Molecule,IStr,Wavelength_micron
H218O,"I(H218O J=6,ka=2,kc=5->J=5,ka=1,kc=4 angle 00 deg)",152.0903
H218O,"I(H218O J=7,ka=6,kc=1->J=7,ka=5,kc=2 angle 00 deg)",152.972
H218O,"I(H218O J=6,ka=6,kc=0->J=6,ka=5,kc=1 angle 00 deg)",153.0805
H218O,"I(H218O J=6,ka=6,kc=1->J=6,ka=5,kc=2 angle 00 deg)",153.1178
H218O,"I(H218O J=7,ka=6,kc=2->J=7,ka=5,kc=3 angle 00 deg)",153.179
H218O,"I(H218O J=7,ka=6,kc=2->J=8,ka=3,kc=5 angle 00 deg)",156.84
H218O,"I(H218O J=8,ka=0,kc=8->J=7,ka=1,kc=7 angle 00 deg)",156.9259
H218O,"I(H218O J=8,ka=1,kc=8->J=7,ka=0,kc=7 angle 00 deg)",157.2208
H218O,"I(H218O J=4,ka=4,kc=0->J=5,ka=1,kc=5 angle 00 deg)",157.4568
H218O,"I(H218O J=9,ka=1,kc=8->J=9,ka=0,kc=9 angle 00 deg)",158.505
H218O,"I(H218O J=5,ka=4,kc=1->J=6,ka=1,kc=6 angle 00 deg)",159.4466
H218O,"I(H218O J=4,ka=3,kc=1->J=4,ka=0,kc=4 angle 00 deg)",159.4684
H218O,"I(H218O J=9,ka=2,kc=8->J=9,ka=1,kc=9 angle 00 deg)",159.6157
H218O,"I(H218O J=9,ka=3,kc=6->J=8,ka=4,kc=5 angle 00 deg)",163.162
H218O,"I(H218O J=7,ka=2,kc=6->J=6,ka=1,kc=5 angle 00 deg)",165.4177
H218O,"I(H218O J=8,ka=2,kc=6->J=7,ka=3,kc=5 angle 00 deg)",167.4606
H218O,"I(H218O J=6,ka=4,kc=2->J=7,ka=1,kc=7 angle 00 deg)",168.201
H218O,"I(H218O J=4,ka=3,kc=2->J=3,ka=2,kc=1 angle 00 deg)",168.4923
H218O,"I(H218O J=7,ka=5,kc=2->J=8,ka=2,kc=7 angle 00 deg)",169.289
H218O,"I(H218O J=8,ka=5,kc=3->J=9,ka=2,kc=8 angle 00 deg)",171.297
H218O,"I(H218O J=4,ka=2,kc=2->J=3,ka=1,kc=3 angle 00 deg)",172.8914
H218O,"I(H218O J=8,ka=1,kc=7->J=7,ka=2,kc=6 angle 00 deg)",172.897
H218O,"I(H218O J=6,ka=5,kc=1->J=7,ka=2,kc=6 angle 00 deg)",173.5167
H218O,"I(H218O J=7,ka=7,kc=0->J=7,ka=6,kc=1 angle 00 deg)",174.811
H218O,"I(H218O J=7,ka=7,kc=1->J=7,ka=6,kc=2 angle 00 deg)",174.817
H218O,"I(H218O J=9,ka=0,kc=9->J=8,ka=1,kc=8 angle 00 deg)",175.2594
H218O,"I(H218O J=9,ka=1,kc=9->J=8,ka=0,kc=8 angle 00 deg)",175.381
H218O,"I(H218O J=4,ka=3,kc=1->J=3,ka=2,kc=2 angle 00 deg)",175.9465
H218O,"I(H218O J=10,ka=1,kc=9->J=10,ka=0,kc=10 angle 00 deg)",177.947
H218O,"I(H218O J=10,ka=2,kc=9->J=10,ka=1,kc=10 angle 00 deg)",178.465
H218O,"I(H218O J=8,ka=2,kc=7->J=7,ka=1,kc=6 angle 00 deg)",180.2198
H218O,"I(H218O J=5,ka=3,kc=2->J=5,ka=0,kc=5 angle 00 deg)",181.682
H218O,"I(H218O J=5,ka=5,kc=0->J=6,ka=2,kc=5 angle 00 deg)",183.2321
H218O,"I(H218O J=7,ka=4,kc=3->J=8,ka=1,kc=8 angle 00 deg)",184.7011
H218O,"I(H218O J=5,ka=3,kc=3->J=4,ka=2,kc=2 angle 00 deg)",186.1368
H218O,"I(H218O J=9,ka=1,kc=8->J=8,ka=2,kc=7 angle 00 deg)",192.849
H218O,"I(H218O J=10,ka=0,kc=10->J=9,ka=1,kc=9 angle 00 deg)",193.4937
H218O,"I(H218O J=10,ka=1,kc=10->J=9,ka=0,kc=9 angle 00 deg)",193.544
H218O,"I(H218O J=6,ka=6,kc=1->J=7,ka=3,kc=4 angle 00 deg)",193.6446
H218O,"I(H218O J=9,ka=2,kc=8->J=8,ka=1,kc=7 angle 00 deg)",196.4142
H218O,"I(H218O J=9,ka=2,kc=7->J=8,ka=3,kc=6 angle 00 deg)",196.494
H218O,"I(H218O J=6,ka=3,kc=4->J=5,ka=2,kc=3 angle 00 deg)",200.224
H218O,"I(H218O J=4,ka=4,kc=1->J=3,ka=3,kc=0 angle 00 deg)",200.3364
H218O,"I(H218O J=4,ka=4,kc=0->J=3,ka=3,kc=1 angle 00 deg)",200.578
H218O,"I(H218O J=7,ka=6,kc=1->J=8,ka=3,kc=6 angle 00 deg)",202.469
H218O,"I(H218O J=5,ka=4,kc=1->J=5,ka=1,kc=4 angle 00 deg)",206.4323
H218O,"I(H218O J=5,ka=3,kc=2->J=4,ka=2,kc=3 angle 00 deg)",207.1086
H218O,"I(H218O J=4,ka=4,kc=0->J=4,ka=1,kc=3 angle 00 deg)",207.8693
H218O,"I(H218O J=8,ka=4,kc=4->J=9,ka=1,kc=9 angle 00 deg)",210.1457
H218O,"I(H218O J=6,ka=4,kc=2->J=6,ka=1,kc=5 angle 00 deg)",211.0073
H218O,"I(H218O J=7,ka=3,kc=5->J=6,ka=2,kc=4 angle 00 deg)",211.5238
H218O,"I(H218O J=11,ka=0,kc=11->J=10,ka=1,kc=10 angle 00 deg)",211.652
H218O,"I(H218O J=11,ka=1,kc=11->J=10,ka=0,kc=10 angle 00 deg)",211.673
H218O,"I(H218O J=10,ka=1,kc=9->J=9,ka=2,kc=8 angle 00 deg)",211.825
H218O,"I(H218O J=3,ka=3,kc=1->J=2,ka=0,kc=2 angle 00 deg)",212.1671
H218O,"I(H218O J=10,ka=2,kc=9->J=9,ka=1,kc=8 angle 00 deg)",213.504
H218O,"I(H218O J=6,ka=3,kc=3->J=6,ka=0,kc=6 angle 00 deg)",213.7638
H218O,"I(H218O J=6,ka=6,kc=0->J=7,ka=3,kc=5 angle 00 deg)",220.4334
H218O,"I(H218O J=8,ka=3,kc=6->J=7,ka=2,kc=5 angle 00 deg)",221.2532
H218O,"I(H218O J=5,ka=2,kc=3->J=4,ka=1,kc=4 angle 00 deg)",221.33
H218O,"I(H218O J=5,ka=4,kc=2->J=4,ka=3,kc=1 angle 00 deg)",223.8417
H218O,"I(H218O J=7,ka=4,kc=3->J=7,ka=1,kc=6 angle 00 deg)",224.0055
H218O,"I(H218O J=5,ka=4,kc=1->J=4,ka=3,kc=2 angle 00 deg)",225.5013
H218O,"I(H218O J=9,ka=3,kc=7->J=8,ka=2,kc=6 angle 00 deg)",230.9628
H218O,"I(H218O J=4,ka=3,kc=2->J=3,ka=0,kc=3 angle 00 deg)",242.9549
H218O,"I(H218O J=6,ka=3,kc=3->J=5,ka=2,kc=4 angle 00 deg)",244.4419
H218O,"I(H218O J=6,ka=4,kc=3->J=5,ka=3,kc=2 angle 00 deg)",245.3042
H218O,"I(H218O J=9,ka=4,kc=5->J=10,ka=1,kc=10 angle 00 deg)",245.397
H218O,"I(H218O J=8,ka=4,kc=4->J=8,ka=1,kc=7 angle 00 deg)",246.9442
H218O,"I(H218O J=5,ka=5,kc=1->J=4,ka=4,kc=0 angle 00 deg)",251.0067
H218O,"I(H218O J=5,ka=5,kc=0->J=4,ka=4,kc=1 angle 00 deg)",251.0395
H218O,"I(H218O J=6,ka=4,kc=2->J=5,ka=3,kc=3 angle 00 deg)",251.5912
H218O,"I(H218O J=7,ka=7,kc=1->J=8,ka=4,kc=4 angle 00 deg)",252.547
H218O,"I(H218O J=7,ka=3,kc=4->J=7,ka=0,kc=7 angle 00 deg)",255.7716
H218O,"I(H218O J=4,ka=4,kc=1->J=4,ka=1,kc=4 angle 00 deg)",258.8149
H218O,"I(H218O J=7,ka=7,kc=0->J=8,ka=4,kc=5 angle 00 deg)",262.35
H218O,"I(H218O J=7,ka=4,kc=4->J=6,ka=3,kc=3 angle 00 deg)",263.2857
H218O,"I(H218O J=8,ka=5,kc=3->J=8,ka=2,kc=6 angle 00 deg)",266.9838
H218O,"I(H218O J=7,ka=5,kc=2->J=7,ka=2,kc=5 angle 00 deg)",270.7502
H218O,"I(H218O J=6,ka=5,kc=2->J=5,ka=4,kc=1 angle 00 deg)",275.2834
H218O,"I(H218O J=6,ka=5,kc=1->J=5,ka=4,kc=2 angle 00 deg)",275.5704
H218O,"I(H218O J=6,ka=2,kc=4->J=5,ka=1,kc=5 angle 00 deg)",276.0221
H218O,"I(H218O J=8,ka=4,kc=5->J=7,ka=3,kc=4 angle 00 deg)",277.0866
H218O,"I(H218O J=6,ka=5,kc=1->J=6,ka=2,kc=4 angle 00 deg)",278.8767
H218O,"I(H218O J=5,ka=4,kc=2->J=5,ka=1,kc=5 angle 00 deg)",279.3284
H218O,"I(H218O J=5,ka=3,kc=3->J=4,ka=0,kc=4 angle 00 deg)",279.3622
H218O,"I(H218O J=7,ka=4,kc=3->J=6,ka=3,kc=4 angle 00 deg)",280.3172
H218O,"I(H218O J=9,ka=4,kc=5->J=9,ka=1,kc=8 angle 00 deg)",280.436
H218O,"I(H218O J=9,ka=4,kc=6->J=8,ka=3,kc=5 angle 00 deg)",287.15
H218O,"I(H218O J=5,ka=5,kc=0->J=5,ka=2,kc=3 angle 00 deg)",288.5244
H218O,"I(H218O J=5,ka=5,kc=1->J=6,ka=0,kc=6 angle 00 deg)",288.833
H218O,"I(H218O J=7,ka=3,kc=4->J=6,ka=2,kc=5 angle 00 deg)",289.0986
H218O,"I(H218O J=6,ka=5,kc=2->J=7,ka=0,kc=7 angle 00 deg)",296.2984
H218O,"I(H218O J=7,ka=5,kc=3->J=6,ka=4,kc=2 angle 00 deg)",298.8026
H218O,"I(H218O J=6,ka=6,kc=1->J=5,ka=5,kc=0 angle 00 deg)",299.5111
H218O,"I(H218O J=6,ka=6,kc=0->J=5,ka=5,kc=1 angle 00 deg)",299.5158
H218O,"I(H218O J=7,ka=5,kc=2->J=6,ka=4,kc=3 angle 00 deg)",300.1701
H218O,"I(H218O J=6,ka=4,kc=3->J=6,ka=1,kc=6 angle 00 deg)",305.6867
H218O,"I(H218O J=8,ka=3,kc=5->J=8,ka=0,kc=8 angle 00 deg)",306.4167
H218O,"I(H218O J=4,ka=4,kc=1->J=3,ka=1,kc=2 angle 00 deg)",309.7605
H218O,"I(H218O J=7,ka=5,kc=3->J=8,ka=0,kc=8 angle 00 deg)",310.0777
H218O,"I(H218O J=8,ka=4,kc=4->J=7,ka=3,kc=5 angle 00 deg)",313.6774
H218O,"I(H218O J=5,ka=5,kc=1->J=5,ka=2,kc=4 angle 00 deg)",319.5111
H218O,"I(H218O J=8,ka=5,kc=4->J=7,ka=4,kc=3 angle 00 deg)",320.6683
H218O,"I(H218O J=6,ka=3,kc=4->J=5,ka=0,kc=5 angle 00 deg)",321.3358
H218O,"I(H218O J=7,ka=6,kc=2->J=6,ka=5,kc=1 angle 00 deg)",324.0545
H218O,"I(H218O J=7,ka=6,kc=1->J=6,ka=5,kc=2 angle 00 deg)",324.0988
H218O,"I(H218O J=7,ka=6,kc=2->J=8,ka=1,kc=7 angle 00 deg)",324.6742
H218O,"I(H218O J=8,ka=5,kc=3->J=7,ka=4,kc=4 angle 00 deg)",325.3103
H218O,"I(H218O J=6,ka=5,kc=2->J=6,ka=2,kc=5 angle 00 deg)",329.6254
H218O,"I(H218O J=5,ka=4,kc=2->J=4,ka=1,kc=3 angle 00 deg)",329.7409
H218O,"I(H218O J=8,ka=5,kc=4->J=9,ka=0,kc=9 angle 00 deg)",330.11
H218O,"I(H218O J=6,ka=6,kc=1->J=7,ka=1,kc=6 angle 00 deg)",331.4998
H218O,"I(H218O J=7,ka=2,kc=5->J=6,ka=1,kc=6 angle 00 deg)",335.1066
H218O,"I(H218O J=7,ka=4,kc=4->J=7,ka=1,kc=7 angle 00 deg)",337.9093
H218O,"I(H218O J=8,ka=3,kc=5->J=7,ka=2,kc=6 angle 00 deg)",340.7312
H218O,"I(H218O J=4,ka=4,kc=0->J=3,ka=1,kc=3 angle 00 deg)",341.1045
H218O,"I(H218O J=7,ka=5,kc=3->J=7,ka=2,kc=6 angle 00 deg)",344.3922
H218O,"I(H218O J=7,ka=7,kc=1->J=6,ka=6,kc=0 angle 00 deg)",345.791
H218O,"I(H218O J=7,ka=7,kc=0->J=6,ka=6,kc=1 angle 00 deg)",345.792
H218O,"I(H218O J=6,ka=4,kc=3->J=5,ka=1,kc=4 angle 00 deg)",352.6724
H218O,"I(H218O J=9,ka=4,kc=5->J=8,ka=3,kc=6 angle 00 deg)",353.493
H218O,"I(H218O J=9,ka=3,kc=6->J=9,ka=0,kc=9 angle 00 deg)",363.54
H218O,"I(H218O J=8,ka=5,kc=4->J=8,ka=2,kc=7 angle 00 deg)",364.454
H218O,"I(H218O J=7,ka=6,kc=1->J=7,ka=3,kc=4 angle 00 deg)",364.6256
H218O,"I(H218O J=7,ka=3,kc=5->J=6,ka=0,kc=6 angle 00 deg)",367.9154
H218O,"I(H218O J=6,ka=6,kc=0->J=6,ka=3,kc=3 angle 00 deg)",374.585
H218O,"I(H218O J=8,ka=4,kc=5->J=8,ka=1,kc=8 angle 00 deg)",375.6374
H218O,"I(H218O J=7,ka=4,kc=4->J=6,ka=1,kc=5 angle 00 deg)",380.7156
H218O,"I(H218O J=5,ka=4,kc=1->J=4,ka=1,kc=4 angle 00 deg)",380.9643
H218O,"I(H218O J=6,ka=6,kc=1->J=6,ka=3,kc=4 angle 00 deg)",387.8115
H218O,"I(H218O J=7,ka=6,kc=2->J=7,ka=3,kc=5 angle 00 deg)",391.4074
H218O,"I(H218O J=8,ka=2,kc=6->J=7,ka=1,kc=7 angle 00 deg)",396.2358
H218O,"I(H218O J=9,ka=3,kc=6->J=8,ka=2,kc=7 angle 00 deg)",397.884
H218O,"I(H218O J=7,ka=7,kc=1->J=8,ka=2,kc=6 angle 00 deg)",398.7638
H218O,"I(H218O J=5,ka=5,kc=0->J=5,ka=0,kc=5 angle 00 deg)",409.6362
H218O,"I(H218O J=8,ka=4,kc=5->J=7,ka=1,kc=6 angle 00 deg)",414.9418
H218O,"I(H218O J=8,ka=3,kc=6->J=7,ka=0,kc=7 angle 00 deg)",417.9282
H218O,"I(H218O J=9,ka=4,kc=6->J=9,ka=1,kc=9 angle 00 deg)",418.1857
H218O,"I(H218O J=5,ka=5,kc=1->J=4,ka=2,kc=2 angle 00 deg)",419.2198
H218O,"I(H218O J=6,ka=4,kc=2->J=5,ka=1,kc=5 angle 00 deg)",426.9717
H218O,"I(H218O J=6,ka=5,kc=2->J=5,ka=2,kc=3 angle 00 deg)",434.9177
H218O,"I(H218O J=5,ka=5,kc=0->J=4,ka=2,kc=3 angle 00 deg)",435.0628
H218O,"I(H218O J=6,ka=5,kc=1->J=6,ka=0,kc=6 angle 00 deg)",435.2683
H218O,"I(H218O J=6,ka=6,kc=0->J=7,ka=1,kc=7 angle 00 deg)",449.2086
H218O,"I(H218O J=7,ka=5,kc=3->J=6,ka=2,kc=4 angle 00 deg)",449.7522
H218O,"I(H218O J=7,ka=7,kc=0->J=7,ka=4,kc=3 angle 00 deg)",453.2863
H218O,"I(H218O J=9,ka=4,kc=6->J=8,ka=1,kc=7 angle 00 deg)",454.9842
H218O,"I(H218O J=7,ka=7,kc=1->J=7,ka=4,kc=4 angle 00 deg)",457.0903
H218O,"I(H218O J=9,ka=2,kc=7->J=8,ka=1,kc=8 angle 00 deg)",457.2014
H218O,"I(H218O J=7,ka=6,kc=1->J=8,ka=1,kc=8 angle 00 deg)",463.1764
H218O,"I(H218O J=8,ka=5,kc=4->J=7,ka=2,kc=5 angle 00 deg)",465.9152
H218O,"I(H218O J=6,ka=5,kc=1->J=5,ka=2,kc=4 angle 00 deg)",465.9464
H218O,"I(H218O J=7,ka=5,kc=2->J=7,ka=0,kc=7 angle 00 deg)",467.4252
H218O,"I(H218O J=9,ka=3,kc=7->J=8,ka=0,kc=8 angle 00 deg)",470.2727
H218O,"I(H218O J=7,ka=4,kc=3->J=6,ka=1,kc=6 angle 00 deg)",480.3535
H218O,"I(H218O J=6,ka=6,kc=0->J=6,ka=1,kc=5 angle 00 deg)",492.0149
H218O,"I(H218O J=7,ka=7,kc=0->J=8,ka=2,kc=7 angle 00 deg)",497.072
H218O,"I(H218O J=7,ka=5,kc=2->J=6,ka=2,kc=5 angle 00 deg)",500.7522
H218O,"I(H218O J=7,ka=6,kc=1->J=7,ka=1,kc=6 angle 00 deg)",502.4808
H218O,"I(H218O J=8,ka=5,kc=3->J=8,ka=0,kc=8 angle 00 deg)",506.2937
H218O,"I(H218O J=5,ka=5,kc=1->J=4,ka=0,kc=4 angle 00 deg)",512.4452
H218O,"I(H218O J=6,ka=6,kc=1->J=5,ka=3,kc=2 angle 00 deg)",527.4653
H218O,"I(H218O J=6,ka=6,kc=0->J=5,ka=3,kc=3 angle 00 deg)",532.5988
H218O,"I(H218O J=8,ka=5,kc=3->J=7,ka=2,kc=6 angle 00 deg)",540.6082
H218O,"I(H218O J=8,ka=4,kc=4->J=7,ka=1,kc=7 angle 00 deg)",542.4526
H218O,"I(H218O J=7,ka=6,kc=2->J=6,ka=3,kc=3 angle 00 deg)",545.559
H218O,"I(H218O J=6,ka=5,kc=2->J=5,ka=0,kc=5 angle 00 deg)",556.0295
H218O,"I(H218O J=7,ka=6,kc=1->J=6,ka=3,kc=4 angle 00 deg)",558.7925
H218O,"I(H218O J=6,ka=6,kc=1->J=6,ka=1,kc=6 angle 00 deg)",587.8478
H218O,"I(H218O J=7,ka=7,kc=0->J=7,ka=2,kc=5 angle 00 deg)",598.5332
H218O,"I(H218O J=7,ka=5,kc=3->J=6,ka=0,kc=6 angle 00 deg)",606.1438
H218O,"I(H218O J=9,ka=4,kc=5->J=8,ka=1,kc=8 angle 00 deg)",614.2004
H218O,"I(H218O J=7,ka=6,kc=2->J=7,ka=1,kc=7 angle 00 deg)",620.1826
H218O,"I(H218O J=7,ka=7,kc=1->J=6,ka=4,kc=2 angle 00 deg)",626.7986
H218O,"I(H218O J=7,ka=7,kc=0->J=6,ka=4,kc=3 angle 00 deg)",627.9531
H218O,"I(H218O J=6,ka=6,kc=1->J=5,ka=1,kc=4 angle 00 deg)",634.8335
H218O,"I(H218O J=8,ka=5,kc=4->J=7,ka=0,kc=7 angle 00 deg)",662.5902
H218O,"I(H218O J=7,ka=6,kc=2->J=6,ka=1,kc=5 angle 00 deg)",662.9889
H218O,"I(H218O J=7,ka=7,kc=1->J=7,ka=2,kc=6 angle 00 deg)",672.3882
H218O,"I(H218O J=6,ka=6,kc=0->J=5,ka=1,kc=5 angle 00 deg)",707.9793
H218O,"I(H218O J=7,ka=6,kc=1->J=6,ka=1,kc=6 angle 00 deg)",758.8288
H218O,"I(H218O J=7,ka=7,kc=1->J=6,ka=2,kc=4 angle 00 deg)",777.7482
H218O,"I(H218O J=7,ka=7,kc=0->J=7,ka=0,kc=7 angle 00 deg)",795.2082
H218O,"I(H218O J=7,ka=7,kc=0->J=6,ka=2,kc=5 angle 00 deg)",828.5352
H218O,"I(H218O J=7,ka=7,kc=1->J=6,ka=0,kc=6 angle 00 deg)",934.1398
N++,I(N++ Lev_p=2P_J=3/2->Lev_p=2P_J=1/2 angle 00 deg),57.33
Ne++,"I(Ne++ El=3P,J=1->El=3P,J=2 angle 00 deg)",15.5551
Ne++,"I(Ne++ El=3P,J=0->El=3P,J=1 angle 00 deg)",36.0135
Ne++,"I(Ne++ El=1D,J=2->El=3P,J=1 angle 00 deg)",3967.47
Ne++,"I(Ne++ El=1D,J=2->El=3P,J=2 angle 00 deg)",3868.76
Ne++,"I(Ne++ El=1S,J=0->El=1D,J=2 angle 00 deg)",3342.18
Ne++,"I(Ne++ El=1S,J=0->El=3P,J=1 angle 00 deg)",1814.56
O+,I(O+ ev=2Po_J=1/2->ev=2Po_J=3/2 angle 00 deg),5025.016057660074
O+,I(O+ ev=2Do_J=3/2->ev=2Do_J=5/2 angle 00 deg),499.5042453930488
O+,I(O+ ev=2Po_J=3/2->ev=2Do_J=3/2 angle 00 deg),7330.73
O+,I(O+ ev=2Po_J=1/2->ev=2Do_J=3/2 angle 00 deg),7329.67
O+,I(O+ ev=2Po_J=3/2->ev=2Do_J=5/2 angle 00 deg),7319.99
O+,I(O+ ev=2Po_J=1/2->ev=2Do_J=5/2 angle 00 deg),7318.92
O+,I(O+ ev=2Do_J=5/2->ev=4So_J=3/2 angle 00 deg),3728.815
O+,I(O+ ev=2Do_J=3/2->ev=4So_J=3/2 angle 00 deg),3726.032
O+,I(O+ ev=2Po_J=3/2->ev=4So_J=3/2 angle 00 deg),2470.341
O+,I(O+ ev=2Po_J=1/2->ev=4So_J=3/2 angle 00 deg),2470.219
O++,"I(O++ El=3P,J=1->El=3P,J=0 angle 00 deg)",88.3564
O++,"I(O++ El=3P,J=2->El=3P,J=1 angle 00 deg)",51.8145
O++,"I(O++ El=3P,J=2->El=3P,J=0 angle 00 deg)",32.6612
O++,"I(O++ El=1D,J=2->El=3P,J=2 angle 00 deg)",5008.24
O++,"I(O++ El=1D,J=2->El=3P,J=1 angle 00 deg)",4960.3
O++,"I(O++ El=1D,J=2->El=3P,J=0 angle 00 deg)",4932.6
O++,"I(O++ El=1S,J=0->El=1D,J=2 angle 00 deg)",4364.44
O++,"I(O++ El=1S,J=0->El=3P,J=2 angle 00 deg)",2332.11
O++,"I(O++ El=1S,J=0->El=3P,J=1 angle 00 deg)",2321.66
C,"I(C El=3P,J=1->El=3P,J=0 angle 00 deg)",609.75
C,"I(C El=3P,J=2->El=3P,J=1 angle 00 deg)",370.37
C,"I(C El=3P,J=2->El=3P,J=0 angle 00 deg)",230.41
C,"I(C El=1D,J=2->El=3P,J=2 angle 00 deg)",9850.25
C,"I(C El=1D,J=2->El=3P,J=1 angle 00 deg)",9824.13
C,"I(C El=1D,J=2->El=3P,J=0 angle 00 deg)",9808.32
C,"I(C El=1S,J=0->El=1D,J=2 angle 00 deg)",8727.13
C,"I(C El=1S,J=0->El=3P,J=2 angle 00 deg)",4627.35
C,"I(C El=1S,J=0->El=3P,J=1 angle 00 deg)",4621.57
CS,I(CS J=1->J=0 angle 00 deg),6109.485592011412
CS,I(CS J=2->J=1 angle 00 deg),3054.0892818940315
CS,I(CS J=3->J=2 angle 00 deg),2036.1908960008693
CS,I(CS J=4->J=3 angle 00 deg),1527.200222106754
CS,I(CS J=5->J=4 angle 00 deg),1221.6830064427268
CS,I(CS J=6->J=5 angle 00 deg),1018.0989054652028
CS,I(CS J=7->J=6 angle 00 deg),872.6718694510587
CS,I(CS J=8->J=7 angle 00 deg),763.5592690226042
CS,I(CS J=9->J=8 angle 00 deg),678.731835316225
CS,I(CS J=10->J=9 angle 00 deg),610.8415032213634
CS,I(CS J=11->J=10 angle 00 deg),555.3182750246824
CS,I(CS J=12->J=11 angle 00 deg),509.0485883649416
CS,I(CS J=13->J=12 angle 00 deg),469.88087796896014
CS,I(CS J=14->J=13 angle 00 deg),436.323233705144
CS,I(CS J=15->J=14 angle 00 deg),407.2387323934096
CS,I(CS J=16->J=15 angle 00 deg),381.7796345113021
CS,I(CS J=17->J=16 angle 00 deg),359.3255081982932
CS,I(CS J=18->J=17 angle 00 deg),339.3659176581125
CS,I(CS J=19->J=18 angle 00 deg),321.4998032131486
CS,I(CS J=20->J=19 angle 00 deg),305.4269748316951
N+,"I(N+ El=3P,J=1->El=3P,J=0 angle 00 deg)",205.34
N+,"I(N+ El=3P,J=2->El=3P,J=1 angle 00 deg)",121.8
N+,"I(N+ El=3P,J=2->El=3P,J=0 angle 00 deg)",76.45
N+,"I(N+ El=1D,J=2->El=3P,J=2 angle 00 deg)",6583.45
N+,"I(N+ El=1D,J=2->El=3P,J=1 angle 00 deg)",6548.05
N+,"I(N+ El=1D,J=2->El=3P,J=0 angle 00 deg)",6527.23
N+,"I(N+ El=1S,J=0->El=1D,J=2 angle 00 deg)",5754.59
N+,"I(N+ El=1S,J=0->El=3P,J=2 angle 00 deg)",3070.55
N+,"I(N+ El=1S,J=0->El=3P,J=1 angle 00 deg)",3062.83
13C18O,I(13C18O J=1->J=0 angle 00 deg),2863.2378705684596
13C18O,I(13C18O J=2->J=1 angle 00 deg),1431.4753830653826
13C18O,I(13C18O J=3->J=2 angle 00 deg),954.4126235228199
13C18O,I(13C18O J=4->J=3 angle 00 deg),715.8077585198308
13C18O,I(13C18O J=5->J=4 angle 00 deg),572.6924251020574
13C18O,I(13C18O J=6->J=5 angle 00 deg),477.2693678648584
13C18O,I(13C18O J=7->J=6 angle 00 deg),409.12664412182943
13C18O,I(13C18O J=8->J=7 angle 00 deg),358.01115857379483
13C18O,I(13C18O J=9->J=8 angle 00 deg),318.2638556544744
13C18O,I(13C18O J=10->J=9 angle 00 deg),286.46605702709934
13C18O,I(13C18O J=11->J=10 angle 00 deg),260.45898406277587
13C18O,I(13C18O J=12->J=11 angle 00 deg),238.78503151356722
13C18O,I(13C18O J=13->J=12 angle 00 deg),220.4479500325018
13C18O,I(13C18O J=14->J=13 angle 00 deg),204.73501446088392
13C18O,I(13C18O J=15->J=14 angle 00 deg),191.11811243484735
13C18O,I(13C18O J=16->J=15 angle 00 deg),179.2039617146628
13C18O,I(13C18O J=17->J=16 angle 00 deg),168.69605473137375
13C18O,I(13C18O J=18->J=17 angle 00 deg),159.35574540285913
13C18O,I(13C18O J=19->J=18 angle 00 deg),151.0001913993204
13C18O,I(13C18O J=20->J=19 angle 00 deg),143.48297066039245
13C18O,I(13C18O J=21->J=20 angle 00 deg),136.6838238512434
13C18O,I(13C18O J=22->J=21 angle 00 deg),130.5023413092091
13C18O,I(13C18O J=23->J=22 angle 00 deg),124.86118651931731
13C18O,I(13C18O J=24->J=23 angle 00 deg),119.69148444330881
13C18O,I(13C18O J=25->J=24 angle 00 deg),114.936508441605
13C18O,I(13C18O J=26->J=25 angle 00 deg),110.54832241097282
13C18O,I(13C18O J=27->J=26 angle 00 deg),106.48602824117455
13C18O,I(13C18O J=28->J=27 angle 00 deg),102.716103432716
13C18O,I(13C18O J=29->J=28 angle 00 deg),99.20739897997137
13C18O,I(13C18O J=30->J=29 angle 00 deg),95.93306468412813
ArH+,I(ArH+ J=1->J=0 angle 00 deg),617525.2256
ArH+,I(ArH+ J=2->J=1 angle 00 deg),1234602.748
ArH+,I(ArH+ J=3->J=2 angle 00 deg),1850785.2106
ArH+,I(ArH+ J=4->J=3 angle 00 deg),2465625.9484
ArH+,I(ArH+ J=5->J=4 angle 00 deg),3078679.3318
ArH+,I(ArH+ J=6->J=5 angle 00 deg),3689501.1068
ArH+,I(ArH+ J=7->J=6 angle 00 deg),4297648.7308
ArH+,I(ArH+ J=8->J=7 angle 00 deg),4902681.7042
ArH+,I(ArH+ J=9->J=8 angle 00 deg),5504161.8948
ArH+,I(ArH+ J=10->J=9 angle 00 deg),6101653.8555
H2O,"I(H2O J=1,Ka=1,Kc=1->J=0,Ka=0,Kc=0 angle 00 deg)",37.1356
H2O,"I(H2O J=1,Ka=1,Kc=0->J=1,Ka=0,Kc=1 angle 00 deg)",18.5768
H2O,"I(H2O J=2,Ka=0,Kc=2->J=1,Ka=1,Kc=1 angle 00 deg)",32.9524
H2O,"I(H2O J=2,Ka=1,Kc=2->J=1,Ka=0,Kc=1 angle 00 deg)",55.6999
H2O,"I(H2O J=2,Ka=1,Kc=1->J=2,Ka=0,Kc=2 angle 00 deg)",25.0842
H2O,"I(H2O J=2,Ka=2,Kc=1->J=1,Ka=1,Kc=0 angle 00 deg)",92.5263
H2O,"I(H2O J=2,Ka=2,Kc=1->J=2,Ka=1,Kc=2 angle 00 deg)",55.4032
H2O,"I(H2O J=2,Ka=2,Kc=0->J=1,Ka=1,Kc=1 angle 00 deg)",99.0225
